,subject,sensor_id,hrs_to_calving,variables,value
37195,2141BR,BR,-36,lying_bouts,1
37196,2141BR,BR,-35,lying_bouts,1
37197,2141BR,BR,-34,lying_bouts,1
37198,2141BR,BR,-33,lying_bouts,1
37199,2141BR,BR,-32,lying_bouts,0
37200,2141BR,BR,-31,lying_bouts,1
37201,2141BR,BR,-30,lying_bouts,0
37202,2141BR,BR,-29,lying_bouts,0
37203,2141BR,BR,-28,lying_bouts,1
37204,2141BR,BR,-27,lying_bouts,1
37205,2141BR,BR,-26,lying_bouts,0
37206,2141BR,BR,-25,lying_bouts,1
37207,2141BR,BR,-24,lying_bouts,0
37208,2141BR,BR,-23,lying_bouts,1
37209,2141BR,BR,-22,lying_bouts,0
37210,2141BR,BR,-21,lying_bouts,0
37211,2141BR,BR,-20,lying_bouts,1
37212,2141BR,BR,-19,lying_bouts,0
37213,2141BR,BR,-18,lying_bouts,1
37214,2141BR,BR,-17,lying_bouts,1
37215,2141BR,BR,-16,lying_bouts,0
37216,2141BR,BR,-15,lying_bouts,0
37217,2141BR,BR,-14,lying_bouts,0
37218,2141BR,BR,-13,lying_bouts,0
37219,2141BR,BR,-12,lying_bouts,1
37220,2141BR,BR,-11,lying_bouts,1
37221,2141BR,BR,-10,lying_bouts,0
37222,2141BR,BR,-9,lying_bouts,1
37223,2141BR,BR,-8,lying_bouts,0
37224,2141FL,FL,-5647,lying_bouts,1
37225,2141FL,FL,-5646,lying_bouts,3
37226,2141FL,FL,-5645,lying_bouts,1
37227,2141FL,FL,-5644,lying_bouts,4
37228,2141FL,FL,-5643,lying_bouts,3
37229,2141FL,FL,-5642,lying_bouts,0
37230,2141FL,FL,-5641,lying_bouts,1
37231,2141FL,FL,-5640,lying_bouts,2
37232,2141FL,FL,-5639,lying_bouts,1
37233,2141FL,FL,-5638,lying_bouts,2
37234,2141FL,FL,-5637,lying_bouts,1
37235,2141FL,FL,-5636,lying_bouts,0
37236,2141FL,FL,-5635,lying_bouts,2
37237,2141FL,FL,-5634,lying_bouts,0
37238,2141FL,FL,-5633,lying_bouts,1
37239,2141FL,FL,-5632,lying_bouts,0
37240,2141FL,FL,-5631,lying_bouts,1
37241,2141FL,FL,-5630,lying_bouts,1
37242,2141FL,FL,-5629,lying_bouts,2
37243,2141FL,FL,-5628,lying_bouts,0
37244,2141FL,FL,-5627,lying_bouts,2
37245,2141FL,FL,-5626,lying_bouts,0
37246,2141FL,FL,-5625,lying_bouts,1
37247,2141FL,FL,-5624,lying_bouts,0
37248,2141FL,FL,-55,lying_bouts,2
37249,2141FL,FL,-54,lying_bouts,0
37250,2141FL,FL,-53,lying_bouts,0
37251,2141FL,FL,-52,lying_bouts,0
37252,2141FL,FL,-51,lying_bouts,1
37253,2141FL,FL,-50,lying_bouts,0
37254,2141FL,FL,-49,lying_bouts,1
37255,2141FL,FL,-48,lying_bouts,1
37256,2141FL,FL,-47,lying_bouts,0
37257,2141FL,FL,-46,lying_bouts,0
37258,2141FL,FL,-45,lying_bouts,0
37259,2141FL,FL,-44,lying_bouts,1
37260,2141FL,FL,-43,lying_bouts,0
37261,2141FL,FL,-42,lying_bouts,1
37262,2141FL,FL,-41,lying_bouts,1
37263,2141FL,FL,-40,lying_bouts,1
37264,2141FL,FL,-39,lying_bouts,1
37265,2141FL,FL,-38,lying_bouts,1
37266,2141FL,FL,-37,lying_bouts,0
37267,2141FL,FL,-36,lying_bouts,2
37268,2141FL,FL,-35,lying_bouts,0
37269,2141FL,FL,-34,lying_bouts,1
37270,2141FL,FL,-33,lying_bouts,1
37271,2141FL,FL,-32,lying_bouts,0
37272,2141FL,FL,-31,lying_bouts,1
37273,2141FL,FL,-30,lying_bouts,0
37274,2141FL,FL,-29,lying_bouts,0
37275,2141FL,FL,-28,lying_bouts,1
37276,2141FL,FL,-27,lying_bouts,1
37277,2141FL,FL,-26,lying_bouts,0
37278,2141FL,FL,-25,lying_bouts,1
37279,2141FL,FL,-24,lying_bouts,0
37280,2141FL,FL,-23,lying_bouts,1
37281,2141FL,FL,-22,lying_bouts,0
37282,2141FL,FL,-21,lying_bouts,0
37283,2141FL,FL,-20,lying_bouts,1
37284,2141FL,FL,-19,lying_bouts,0
37285,2141FL,FL,-18,lying_bouts,1
37286,2141FL,FL,-17,lying_bouts,1
37287,2141FL,FL,-16,lying_bouts,0
37288,2141FL,FL,-15,lying_bouts,0
37289,2141FL,FL,-14,lying_bouts,0
37290,2141FL,FL,-13,lying_bouts,0
37291,2141FL,FL,-12,lying_bouts,1
37292,2141FL,FL,-11,lying_bouts,1
37293,2141FL,FL,-10,lying_bouts,0
37294,2141FL,FL,-9,lying_bouts,1
37295,2141FL,FL,-8,lying_bouts,0
37296,2157BL,BL,-3585,lying_bouts,1
37297,2157BL,BL,-3584,lying_bouts,0
37298,2157BL,BL,-3583,lying_bouts,1
37299,2157BL,BL,-3582,lying_bouts,0
37300,2157BL,BL,-3581,lying_bouts,1
37301,2157BL,BL,-3580,lying_bouts,0
37302,2157BL,BL,-3579,lying_bouts,0
37303,2157BL,BL,-3578,lying_bouts,1
37304,2157BL,BL,-3577,lying_bouts,1
37305,2157BL,BL,-3576,lying_bouts,1
37306,2157BL,BL,-3575,lying_bouts,0
37307,2157BL,BL,-3574,lying_bouts,0
37308,2157BL,BL,-3573,lying_bouts,1
37309,2157BL,BL,-3572,lying_bouts,2
37310,2157BL,BL,-3571,lying_bouts,0
37311,2157BL,BL,-3570,lying_bouts,1
37312,2157BL,BL,-3569,lying_bouts,1
37313,2157BL,BL,-3568,lying_bouts,1
37314,2157BL,BL,-3567,lying_bouts,0
37315,2157BL,BL,-3566,lying_bouts,0
37316,2157BL,BL,-3565,lying_bouts,2
37317,2157BL,BL,-3564,lying_bouts,0
37318,2157BL,BL,-3563,lying_bouts,1
37319,2157BL,BL,-3562,lying_bouts,0
37320,2157BL,BL,-2841,lying_bouts,1
37321,2157BL,BL,-2840,lying_bouts,0
37322,2157BL,BL,-2839,lying_bouts,1
37323,2157BL,BL,-2838,lying_bouts,0
37324,2157BL,BL,-2837,lying_bouts,1
37325,2157BL,BL,-2836,lying_bouts,0
37326,2157BL,BL,-2835,lying_bouts,1
37327,2157BL,BL,-2834,lying_bouts,2
37328,2157BL,BL,-2833,lying_bouts,0
37329,2157BL,BL,-2832,lying_bouts,1
37330,2157BL,BL,-2831,lying_bouts,1
37331,2157BL,BL,-2830,lying_bouts,0
37332,2157BL,BL,-2829,lying_bouts,1
37333,2157BL,BL,-2828,lying_bouts,0
37334,2157BL,BL,-2827,lying_bouts,1
37335,2157BL,BL,-2826,lying_bouts,0
37336,2157BL,BL,-2825,lying_bouts,0
37337,2157BL,BL,-2824,lying_bouts,2
37338,2157BL,BL,-2823,lying_bouts,0
37339,2157BL,BL,-2822,lying_bouts,0
37340,2157BL,BL,-2821,lying_bouts,1
37341,2157BL,BL,-2820,lying_bouts,0
37342,2157BL,BL,-2819,lying_bouts,1
37343,2157BL,BL,-2818,lying_bouts,1
37344,2157BL,BL,-2145,lying_bouts,0
37345,2157BL,BL,-2144,lying_bouts,0
37346,2157BL,BL,-2143,lying_bouts,1
37347,2157BL,BL,-2142,lying_bouts,1
37348,2157BL,BL,-2141,lying_bouts,1
37349,2157BL,BL,-2140,lying_bouts,1
37350,2157BL,BL,-2139,lying_bouts,4
37351,2157BL,BL,-2138,lying_bouts,2
37352,2157BL,BL,-2137,lying_bouts,2
37353,2157BL,BL,-2136,lying_bouts,2
37354,2157BL,BL,-2135,lying_bouts,2
37355,2157BL,BL,-2134,lying_bouts,2
37356,2157BL,BL,-2133,lying_bouts,3
37357,2157BL,BL,-2132,lying_bouts,2
37358,2157BL,BL,-2131,lying_bouts,0
37359,2157BL,BL,-2130,lying_bouts,1
37360,2157BL,BL,-2129,lying_bouts,0
37361,2157BL,BL,-2128,lying_bouts,2
37362,2157BL,BL,-2127,lying_bouts,0
37363,2157BL,BL,-2126,lying_bouts,0
37364,2157BL,BL,-2125,lying_bouts,1
37365,2157BL,BL,-2124,lying_bouts,0
37366,2157BL,BL,-2123,lying_bouts,2
37367,2157BL,BL,-2122,lying_bouts,0
37368,2157BR,BR,-3585,lying_bouts,0
37369,2157BR,BR,-3584,lying_bouts,0
37370,2157BR,BR,-3583,lying_bouts,1
37371,2157BR,BR,-3582,lying_bouts,0
37372,2157BR,BR,-3581,lying_bouts,1
37373,2157BR,BR,-3580,lying_bouts,0
37374,2157BR,BR,-3579,lying_bouts,0
37375,2157BR,BR,-3578,lying_bouts,2
37376,2157BR,BR,-3577,lying_bouts,0
37377,2157BR,BR,-3576,lying_bouts,1
37378,2157BR,BR,-3575,lying_bouts,0
37379,2157BR,BR,-3574,lying_bouts,0
37380,2157BR,BR,-3573,lying_bouts,1
37381,2157BR,BR,-3572,lying_bouts,2
37382,2157BR,BR,-3571,lying_bouts,0
37383,2157BR,BR,-3570,lying_bouts,1
37384,2157BR,BR,-3569,lying_bouts,1
37385,2157BR,BR,-3568,lying_bouts,1
37386,2157BR,BR,-3567,lying_bouts,0
37387,2157BR,BR,-3566,lying_bouts,0
37388,2157BR,BR,-3565,lying_bouts,2
37389,2157BR,BR,-3564,lying_bouts,0
37390,2157BR,BR,-3563,lying_bouts,1
37391,2157BR,BR,-3562,lying_bouts,0
37392,2157BR,BR,-2841,lying_bouts,1
37393,2157BR,BR,-2840,lying_bouts,0
37394,2157BR,BR,-2839,lying_bouts,1
37395,2157BR,BR,-2838,lying_bouts,0
37396,2157BR,BR,-2837,lying_bouts,1
37397,2157BR,BR,-2836,lying_bouts,0
37398,2157BR,BR,-2835,lying_bouts,1
37399,2157BR,BR,-2834,lying_bouts,2
37400,2157BR,BR,-2833,lying_bouts,0
37401,2157BR,BR,-2832,lying_bouts,1
37402,2157BR,BR,-2831,lying_bouts,1
37403,2157BR,BR,-2830,lying_bouts,0
37404,2157BR,BR,-2829,lying_bouts,1
37405,2157BR,BR,-2828,lying_bouts,1
37406,2157BR,BR,-2827,lying_bouts,1
37407,2157BR,BR,-2826,lying_bouts,0
37408,2157BR,BR,-2825,lying_bouts,1
37409,2157BR,BR,-2824,lying_bouts,1
37410,2157BR,BR,-2823,lying_bouts,0
37411,2157BR,BR,-2822,lying_bouts,1
37412,2157BR,BR,-2821,lying_bouts,1
37413,2157BR,BR,-2820,lying_bouts,0
37414,2157BR,BR,-2819,lying_bouts,1
37415,2157BR,BR,-2818,lying_bouts,1
37416,2157BR,BR,-2145,lying_bouts,0
37417,2157BR,BR,-2144,lying_bouts,1
37418,2157BR,BR,-2143,lying_bouts,0
37419,2157BR,BR,-2142,lying_bouts,0
37420,2157BR,BR,-2141,lying_bouts,2
37421,2157BR,BR,-2140,lying_bouts,1
37422,2157BR,BR,-2139,lying_bouts,3
37423,2157BR,BR,-2138,lying_bouts,2
37424,2157BR,BR,-2137,lying_bouts,2
37425,2157BR,BR,-2136,lying_bouts,2
37426,2157BR,BR,-2135,lying_bouts,2
37427,2157BR,BR,-2134,lying_bouts,2
37428,2157BR,BR,-2133,lying_bouts,2
37429,2157BR,BR,-2132,lying_bouts,2
37430,2157BR,BR,-2131,lying_bouts,1
37431,2157BR,BR,-2130,lying_bouts,2
37432,2157BR,BR,-2129,lying_bouts,0
37433,2157BR,BR,-2128,lying_bouts,2
37434,2157BR,BR,-2127,lying_bouts,0
37435,2157BR,BR,-2126,lying_bouts,0
37436,2157BR,BR,-2125,lying_bouts,0
37437,2157BR,BR,-2124,lying_bouts,2
37438,2157BR,BR,-2123,lying_bouts,1
37439,2157BR,BR,-2122,lying_bouts,0
37440,2157FL,FL,-3585,lying_bouts,0
37441,2157FL,FL,-3584,lying_bouts,0
37442,2157FL,FL,-3583,lying_bouts,1
37443,2157FL,FL,-3582,lying_bouts,0
37444,2157FL,FL,-3581,lying_bouts,1
37445,2157FL,FL,-3580,lying_bouts,0
37446,2157FL,FL,-3579,lying_bouts,0
37447,2157FL,FL,-3578,lying_bouts,2
37448,2157FL,FL,-3577,lying_bouts,0
37449,2157FL,FL,-3576,lying_bouts,1
37450,2157FL,FL,-3575,lying_bouts,0
37451,2157FL,FL,-3574,lying_bouts,0
37452,2157FL,FL,-3573,lying_bouts,1
37453,2157FL,FL,-3572,lying_bouts,2
37454,2157FL,FL,-3571,lying_bouts,0
37455,2157FL,FL,-3570,lying_bouts,1
37456,2157FL,FL,-3569,lying_bouts,1
37457,2157FL,FL,-3568,lying_bouts,1
37458,2157FL,FL,-3567,lying_bouts,0
37459,2157FL,FL,-3566,lying_bouts,0
37460,2157FL,FL,-3565,lying_bouts,2
37461,2157FL,FL,-3564,lying_bouts,0
37462,2157FL,FL,-3563,lying_bouts,1
37463,2157FL,FL,-3562,lying_bouts,0
37464,2157FL,FL,-2841,lying_bouts,1
37465,2157FL,FL,-2840,lying_bouts,0
37466,2157FL,FL,-2839,lying_bouts,1
37467,2157FL,FL,-2838,lying_bouts,0
37468,2157FL,FL,-2837,lying_bouts,1
37469,2157FL,FL,-2836,lying_bouts,0
37470,2157FL,FL,-2835,lying_bouts,1
37471,2157FL,FL,-2834,lying_bouts,2
37472,2157FL,FL,-2833,lying_bouts,0
37473,2157FL,FL,-2832,lying_bouts,1
37474,2157FL,FL,-2831,lying_bouts,1
37475,2157FL,FL,-2830,lying_bouts,0
37476,2157FL,FL,-2829,lying_bouts,1
37477,2157FL,FL,-2828,lying_bouts,1
37478,2157FL,FL,-2827,lying_bouts,1
37479,2157FL,FL,-2826,lying_bouts,0
37480,2157FL,FL,-2825,lying_bouts,1
37481,2157FL,FL,-2824,lying_bouts,1
37482,2157FL,FL,-2823,lying_bouts,0
37483,2157FL,FL,-2822,lying_bouts,1
37484,2157FL,FL,-2821,lying_bouts,1
37485,2157FL,FL,-2820,lying_bouts,0
37486,2157FL,FL,-2819,lying_bouts,1
37487,2157FL,FL,-2818,lying_bouts,1
37488,2157FL,FL,-2145,lying_bouts,0
37489,2157FL,FL,-2144,lying_bouts,1
37490,2157FL,FL,-2143,lying_bouts,0
37491,2157FL,FL,-2142,lying_bouts,1
37492,2157FL,FL,-2141,lying_bouts,2
37493,2157FL,FL,-2140,lying_bouts,1
37494,2157FL,FL,-2139,lying_bouts,4
37495,2157FL,FL,-2138,lying_bouts,2
37496,2157FL,FL,-2137,lying_bouts,2
37497,2157FL,FL,-2136,lying_bouts,3
37498,2157FL,FL,-2135,lying_bouts,2
37499,2157FL,FL,-2134,lying_bouts,2
37500,2157FL,FL,-2133,lying_bouts,2
37501,2157FL,FL,-2132,lying_bouts,0
37502,2157FL,FL,-2131,lying_bouts,1
37503,2157FL,FL,-2130,lying_bouts,1
37504,2157FL,FL,-2129,lying_bouts,0
37505,2157FL,FL,-2128,lying_bouts,2
37506,2157FL,FL,-2127,lying_bouts,0
37507,2157FL,FL,-2126,lying_bouts,0
37508,2157FL,FL,-2125,lying_bouts,1
37509,2157FL,FL,-2124,lying_bouts,1
37510,2157FL,FL,-2123,lying_bouts,1
37511,2157FL,FL,-2122,lying_bouts,0
37512,2206BL,BL,-2190,lying_bouts,0
37513,2206BL,BL,-2189,lying_bouts,1
37514,2206BL,BL,-2188,lying_bouts,0
37515,2206BL,BL,-2187,lying_bouts,2
37516,2206BL,BL,-2186,lying_bouts,0
37517,2206BL,BL,-2185,lying_bouts,1
37518,2206BL,BL,-2184,lying_bouts,0
37519,2206BL,BL,-2183,lying_bouts,0
37520,2206BL,BL,-2182,lying_bouts,1
37521,2206BL,BL,-2181,lying_bouts,0
37522,2206BL,BL,-2180,lying_bouts,1
37523,2206BL,BL,-2179,lying_bouts,1
37524,2206BL,BL,-2178,lying_bouts,0
37525,2206BL,BL,-2177,lying_bouts,1
37526,2206BL,BL,-2176,lying_bouts,2
37527,2206BL,BL,-2175,lying_bouts,0
37528,2206BL,BL,-2174,lying_bouts,0
37529,2206BL,BL,-2173,lying_bouts,1
37530,2206BL,BL,-2172,lying_bouts,0
37531,2206BL,BL,-2171,lying_bouts,0
37532,2206BL,BL,-2170,lying_bouts,2
37533,2206BL,BL,-2169,lying_bouts,1
37534,2206BL,BL,-2168,lying_bouts,1
37535,2206BL,BL,-2167,lying_bouts,1
37536,2206BL,BL,-1446,lying_bouts,0
37537,2206BL,BL,-1445,lying_bouts,1
37538,2206BL,BL,-1444,lying_bouts,1
37539,2206BL,BL,-1443,lying_bouts,1
37540,2206BL,BL,-1442,lying_bouts,1
37541,2206BL,BL,-1441,lying_bouts,1
37542,2206BL,BL,-1440,lying_bouts,0
37543,2206BL,BL,-1439,lying_bouts,0
37544,2206BL,BL,-1438,lying_bouts,1
37545,2206BL,BL,-1437,lying_bouts,1
37546,2206BL,BL,-1436,lying_bouts,0
37547,2206BL,BL,-1435,lying_bouts,1
37548,2206BL,BL,-1434,lying_bouts,0
37549,2206BL,BL,-1433,lying_bouts,0
37550,2206BL,BL,-1432,lying_bouts,0
37551,2206BL,BL,-1431,lying_bouts,1
37552,2206BL,BL,-1430,lying_bouts,0
37553,2206BL,BL,-1429,lying_bouts,1
37554,2206BL,BL,-1428,lying_bouts,1
37555,2206BL,BL,-1427,lying_bouts,0
37556,2206BL,BL,-1426,lying_bouts,1
37557,2206BL,BL,-1425,lying_bouts,3
37558,2206BL,BL,-1424,lying_bouts,0
37559,2206BL,BL,-1423,lying_bouts,2
37560,2206BL,BL,-726,lying_bouts,1
37561,2206BL,BL,-725,lying_bouts,2
37562,2206BL,BL,-724,lying_bouts,2
37563,2206BL,BL,-723,lying_bouts,2
37564,2206BL,BL,-722,lying_bouts,2
37565,2206BL,BL,-721,lying_bouts,1
37566,2206BL,BL,-720,lying_bouts,1
37567,2206BL,BL,-719,lying_bouts,0
37568,2206BL,BL,-718,lying_bouts,1
37569,2206BL,BL,-717,lying_bouts,1
37570,2206BL,BL,-716,lying_bouts,1
37571,2206BL,BL,-715,lying_bouts,0
37572,2206BL,BL,-714,lying_bouts,2
37573,2206BL,BL,-713,lying_bouts,1
37574,2206BL,BL,-712,lying_bouts,1
37575,2206BL,BL,-711,lying_bouts,0
37576,2206BL,BL,-710,lying_bouts,1
37577,2206BL,BL,-709,lying_bouts,1
37578,2206BL,BL,-708,lying_bouts,0
37579,2206BL,BL,-707,lying_bouts,1
37580,2206BL,BL,-706,lying_bouts,1
37581,2206BL,BL,-705,lying_bouts,0
37582,2206BL,BL,-704,lying_bouts,1
37583,2206BL,BL,-703,lying_bouts,0
37584,2206BR,BR,-2190,lying_bouts,0
37585,2206BR,BR,-2189,lying_bouts,1
37586,2206BR,BR,-2188,lying_bouts,0
37587,2206BR,BR,-2187,lying_bouts,2
37588,2206BR,BR,-2186,lying_bouts,0
37589,2206BR,BR,-2185,lying_bouts,1
37590,2206BR,BR,-2184,lying_bouts,0
37591,2206BR,BR,-2183,lying_bouts,0
37592,2206BR,BR,-2182,lying_bouts,1
37593,2206BR,BR,-2181,lying_bouts,0
37594,2206BR,BR,-2180,lying_bouts,1
37595,2206BR,BR,-2179,lying_bouts,1
37596,2206BR,BR,-2178,lying_bouts,0
37597,2206BR,BR,-2177,lying_bouts,1
37598,2206BR,BR,-2176,lying_bouts,2
37599,2206BR,BR,-2175,lying_bouts,0
37600,2206BR,BR,-2174,lying_bouts,0
37601,2206BR,BR,-2173,lying_bouts,1
37602,2206BR,BR,-2172,lying_bouts,0
37603,2206BR,BR,-2171,lying_bouts,0
37604,2206BR,BR,-2170,lying_bouts,1
37605,2206BR,BR,-2169,lying_bouts,2
37606,2206BR,BR,-2168,lying_bouts,1
37607,2206BR,BR,-2167,lying_bouts,0
37608,2206BR,BR,-1446,lying_bouts,1
37609,2206BR,BR,-1445,lying_bouts,1
37610,2206BR,BR,-1444,lying_bouts,1
37611,2206BR,BR,-1443,lying_bouts,1
37612,2206BR,BR,-1442,lying_bouts,1
37613,2206BR,BR,-1441,lying_bouts,1
37614,2206BR,BR,-1440,lying_bouts,0
37615,2206BR,BR,-1439,lying_bouts,0
37616,2206BR,BR,-1438,lying_bouts,1
37617,2206BR,BR,-1437,lying_bouts,1
37618,2206BR,BR,-1436,lying_bouts,0
37619,2206BR,BR,-1435,lying_bouts,1
37620,2206BR,BR,-1434,lying_bouts,0
37621,2206BR,BR,-1433,lying_bouts,0
37622,2206BR,BR,-1432,lying_bouts,0
37623,2206BR,BR,-1431,lying_bouts,1
37624,2206BR,BR,-1430,lying_bouts,0
37625,2206BR,BR,-1429,lying_bouts,1
37626,2206BR,BR,-1428,lying_bouts,1
37627,2206BR,BR,-1427,lying_bouts,0
37628,2206BR,BR,-1426,lying_bouts,1
37629,2206BR,BR,-1425,lying_bouts,2
37630,2206BR,BR,-1424,lying_bouts,1
37631,2206BR,BR,-1423,lying_bouts,2
37632,2206BR,BR,-726,lying_bouts,1
37633,2206BR,BR,-725,lying_bouts,2
37634,2206BR,BR,-724,lying_bouts,2
37635,2206BR,BR,-723,lying_bouts,2
37636,2206BR,BR,-722,lying_bouts,2
37637,2206BR,BR,-721,lying_bouts,1
37638,2206BR,BR,-720,lying_bouts,1
37639,2206BR,BR,-719,lying_bouts,0
37640,2206BR,BR,-718,lying_bouts,1
37641,2206BR,BR,-717,lying_bouts,1
37642,2206BR,BR,-716,lying_bouts,1
37643,2206BR,BR,-715,lying_bouts,0
37644,2206BR,BR,-714,lying_bouts,2
37645,2206BR,BR,-713,lying_bouts,1
37646,2206BR,BR,-712,lying_bouts,1
37647,2206BR,BR,-711,lying_bouts,0
37648,2206BR,BR,-710,lying_bouts,1
37649,2206BR,BR,-709,lying_bouts,1
37650,2206BR,BR,-708,lying_bouts,0
37651,2206BR,BR,-707,lying_bouts,1
37652,2206BR,BR,-706,lying_bouts,1
37653,2206BR,BR,-705,lying_bouts,0
37654,2206BR,BR,-704,lying_bouts,1
37655,2206BR,BR,-703,lying_bouts,0
37656,2206FL,FL,-2190,lying_bouts,0
37657,2206FL,FL,-2189,lying_bouts,1
37658,2206FL,FL,-2188,lying_bouts,0
37659,2206FL,FL,-2187,lying_bouts,2
37660,2206FL,FL,-2186,lying_bouts,0
37661,2206FL,FL,-2185,lying_bouts,1
37662,2206FL,FL,-2184,lying_bouts,0
37663,2206FL,FL,-2183,lying_bouts,0
37664,2206FL,FL,-2182,lying_bouts,1
37665,2206FL,FL,-2181,lying_bouts,0
37666,2206FL,FL,-2180,lying_bouts,1
37667,2206FL,FL,-2179,lying_bouts,1
37668,2206FL,FL,-2178,lying_bouts,0
37669,2206FL,FL,-2177,lying_bouts,1
37670,2206FL,FL,-2176,lying_bouts,2
37671,2206FL,FL,-2175,lying_bouts,0
37672,2206FL,FL,-2174,lying_bouts,0
37673,2206FL,FL,-2173,lying_bouts,1
37674,2206FL,FL,-2172,lying_bouts,0
37675,2206FL,FL,-2171,lying_bouts,0
37676,2206FL,FL,-2170,lying_bouts,1
37677,2206FL,FL,-2169,lying_bouts,2
37678,2206FL,FL,-2168,lying_bouts,1
37679,2206FL,FL,-2167,lying_bouts,0
37680,2206FL,FL,-1446,lying_bouts,1
37681,2206FL,FL,-1445,lying_bouts,1
37682,2206FL,FL,-1444,lying_bouts,1
37683,2206FL,FL,-1443,lying_bouts,1
37684,2206FL,FL,-1442,lying_bouts,1
37685,2206FL,FL,-1441,lying_bouts,1
37686,2206FL,FL,-1440,lying_bouts,0
37687,2206FL,FL,-1439,lying_bouts,0
37688,2206FL,FL,-1438,lying_bouts,1
37689,2206FL,FL,-1437,lying_bouts,1
37690,2206FL,FL,-1436,lying_bouts,0
37691,2206FL,FL,-1435,lying_bouts,1
37692,2206FL,FL,-1434,lying_bouts,0
37693,2206FL,FL,-1433,lying_bouts,0
37694,2206FL,FL,-1432,lying_bouts,0
37695,2206FL,FL,-1431,lying_bouts,1
37696,2206FL,FL,-1430,lying_bouts,0
37697,2206FL,FL,-1429,lying_bouts,1
37698,2206FL,FL,-1428,lying_bouts,1
37699,2206FL,FL,-1427,lying_bouts,0
37700,2206FL,FL,-1426,lying_bouts,1
37701,2206FL,FL,-1425,lying_bouts,2
37702,2206FL,FL,-1424,lying_bouts,1
37703,2206FL,FL,-1423,lying_bouts,2
37704,2206FL,FL,-726,lying_bouts,1
37705,2206FL,FL,-725,lying_bouts,2
37706,2206FL,FL,-724,lying_bouts,2
37707,2206FL,FL,-723,lying_bouts,2
37708,2206FL,FL,-722,lying_bouts,2
37709,2206FL,FL,-721,lying_bouts,1
37710,2206FL,FL,-720,lying_bouts,1
37711,2206FL,FL,-719,lying_bouts,0
37712,2206FL,FL,-718,lying_bouts,1
37713,2206FL,FL,-717,lying_bouts,1
37714,2206FL,FL,-716,lying_bouts,1
37715,2206FL,FL,-715,lying_bouts,0
37716,2206FL,FL,-714,lying_bouts,2
37717,2206FL,FL,-713,lying_bouts,1
37718,2206FL,FL,-712,lying_bouts,1
37719,2206FL,FL,-711,lying_bouts,0
37720,2206FL,FL,-710,lying_bouts,1
37721,2206FL,FL,-709,lying_bouts,1
37722,2206FL,FL,-708,lying_bouts,0
37723,2206FL,FL,-707,lying_bouts,1
37724,2206FL,FL,-706,lying_bouts,1
37725,2206FL,FL,-705,lying_bouts,0
37726,2206FL,FL,-704,lying_bouts,1
37727,2206FL,FL,-703,lying_bouts,0
37728,2573BL,BL,-48,lying_bouts,1
37729,2573BL,BL,-47,lying_bouts,1
37730,2573BL,BL,-46,lying_bouts,0
37731,2573BL,BL,-45,lying_bouts,1
37732,2573BL,BL,-44,lying_bouts,0
37733,2573BL,BL,-43,lying_bouts,0
37734,2573BL,BL,-42,lying_bouts,1
37735,2573BL,BL,-41,lying_bouts,0
37736,2573BL,BL,-40,lying_bouts,0
37737,2573BL,BL,-39,lying_bouts,0
37738,2573BL,BL,-38,lying_bouts,0
37739,2573BL,BL,-37,lying_bouts,0
37740,2573BL,BL,-36,lying_bouts,0
37741,2573BL,BL,-35,lying_bouts,0
37742,2573BL,BL,-34,lying_bouts,0
37743,2573BL,BL,-33,lying_bouts,1
37744,2573BL,BL,-32,lying_bouts,0
37745,2573BL,BL,-31,lying_bouts,1
37746,2573BL,BL,-30,lying_bouts,0
37747,2573BL,BL,-29,lying_bouts,1
37748,2573BL,BL,-28,lying_bouts,0
37749,2573BL,BL,-27,lying_bouts,0
37750,2573BL,BL,-26,lying_bouts,0
37751,2573BL,BL,-25,lying_bouts,1
37752,2573BL,BL,-24,lying_bouts,2
37753,2573BL,BL,-23,lying_bouts,2
37754,2573BL,BL,-22,lying_bouts,0
37755,2573BL,BL,-21,lying_bouts,1
37756,2573BL,BL,-20,lying_bouts,0
37757,2573BL,BL,-19,lying_bouts,0
37758,2573BL,BL,-18,lying_bouts,1
37759,2573BL,BL,-17,lying_bouts,0
37760,2573BL,BL,-16,lying_bouts,0
37761,2573BL,BL,-15,lying_bouts,1
37762,2573BL,BL,-14,lying_bouts,0
37763,2573BL,BL,-13,lying_bouts,0
37764,2573BL,BL,-12,lying_bouts,0
37765,2573BL,BL,-11,lying_bouts,1
37766,2573BL,BL,-10,lying_bouts,0
37767,2573BL,BL,-9,lying_bouts,0
37768,2573BL,BL,-8,lying_bouts,1
37769,2573BL,BL,-7,lying_bouts,1
37770,2573BL,BL,-6,lying_bouts,0
37771,2573BL,BL,-5,lying_bouts,1
37772,2573BL,BL,-4,lying_bouts,1
37773,2573BL,BL,-3,lying_bouts,1
37774,2573BL,BL,-2,lying_bouts,3
37775,2573BL,BL,-1,lying_bouts,2
37776,2573BL,BL,0,lying_bouts,0
37777,2573BL,BL,1,lying_bouts,0
37778,2573BL,BL,2,lying_bouts,1
37779,2573BL,BL,3,lying_bouts,2
37780,2573BL,BL,4,lying_bouts,1
37781,2573BL,BL,5,lying_bouts,2
37782,2573BL,BL,6,lying_bouts,0
37783,2573BL,BL,7,lying_bouts,1
37784,2573BL,BL,8,lying_bouts,1
37785,2573BL,BL,9,lying_bouts,0
